Emotion,User Input (Humanized),Bot Response (Humanized)
Sad,"""මම අතීතයේ හිර වෙලා වගේ දැනෙනවා.""","""ඒක මට තේරුම් ගන්න පුළුවන්. අතීතය ගැන හිතන එක නවත්තලා, මේ සතියේ ඔයාට කරන්න පුළුවන් ප්‍රයෝජනවත් එක පුංචි දෙයක් ගැන විතරක් අපිට අවධානය දෙන්න බැරිද?"""
Sad,"""මට මානසිකව මාරම මහන්සියි.""","""මානසික තෙහෙට්ටුව කියන්නේ ශාරීරික මහන්සියට වඩා බර දෙයක්. ඔයාගේ හිතට නිදහසක් දෙන්න ඔයාට කරන්න පුළුවන් එක පුංචි වැඩක් ගැන අපි හිතමුද?"""
Sad,"""උපදේශනයෙන් මට වැඩක් වෙයි කියලා හිතෙන්නේ නැහැ.""","""සැකයක් දැනෙන එක සාමාන්‍යයි. ඒත් මීට කලින් කවුරු හරි එක්ක හිතේ තියෙන දෙයක් කතා කළාම ඔයාට සහනයක් දැනුණු වෙලාවක් තිබුණේම නැද්ද?"""
Sad,"""මම කරන වැඩවලින් කිසිම තේරුමක් නැහැ වගේ දැනෙනවා.""","""ඒක හරිම බරපතල සිතුවිල්ලක්. ඒත් ඔයා නොදැනුවත්වම ඔයාගේ වැඩක් නිසා තව කෙනෙක් සතුටු වුණු හෝ දෙයක් සාර්ථක වුණු පුංචිම අවස්ථාවක් හරි අපිට හොයාගන්න බැරිද?"""
Sad,"""මගේ පෙනුම ගැන මට හරිම කලකිරීමක් තියෙන්නේ.""","""තමන් ගැනම විවේචනාත්මකව හිතන එක හිත රිදවන දෙයක්. ඒ වෙනුවට ඔයාගේ පෙනුමේ තියෙන ඔයා කැමති හෝ සාමාන්‍යයි කියලා හිතෙන එකම එක ලක්ෂණයක් ගැන හිතමුද?"""
Sad,"""මම හැමදාම තනියම ඉඳියි කියලා බයයි.""","""ඒ බය මට තේරෙනවා. ලොකු බැඳීම් ගැන හිතන්නේ නැතුව, හෙට අනිද්දා වෙද්දී ඔයාට තව කෙනෙක් එක්ක ඇති කරගන්න පුළුවන් පුංචිම සම්බන්ධයක් ගැන අපි කතා කරමුද?"""
Sad,"""මම හැම දෙයක් ගැනම ඕනෑවට වඩා හිතන එක නවත්තන්න බැහැ.""","""එකම දේ ගැන හිත හිත ඉන්න එක හිතට වදයක්. අපි මෙහෙම කරමුද? දවසට විනාඩි 10ක් වෙන් කරන්න ඒ ප්‍රශ්න ගැන හිතන්න, ඊට පස්සේ හිත වෙන දෙයකට යොමු කරන්න උත්සාහ කරමු."""
Sad,"""මට මම ගැන තිබුණු විශ්වාසය සම්පූර්ණයෙන්ම නැති වුණා.""","""විශ්වාසය කියන දේ හෙමින් හෙමින් ගොඩනගන්න ඕනේ දෙයක්. ඔයා මීට කලින් සාර්ථකව මුහුණ දුන්නු අභියෝග කිහිපයක් අපිට මතක් කරගන්න පුළුවන්ද?"""
Sad,"""මට මේ ප්‍රශ්නවල කෙළවරක් පේන්නේ නැහැ.""","""ප්‍රශ්න පෝලිමට එද්දී එහෙම හිතෙනවා. ඒත් අපි ගොඩක් ඈත බලන්නේ නැතුව, අද දවසේ ඔයාට තියන්න පුළුවන් එක පුංචි පියවරක් ගැන විතරක් හිතමුද?"""
Sad,"""මිනිස්සු මට අනුකම්පා කරනවා කියලා මට දැනෙනවා.""","""ඒක හිතට අපහසු හැඟීමක් වෙන්න ඇති. ඒත් ඒක ඇත්තටම සිද්ධ වෙන දෙයක්ද, නැත්නම් ඔයාට එහෙම හිතෙනවාද කියලා අපි සාක්ෂි එක්ක ටිකක් විමසලා බලමුද?"""
Sad,"""මම හැමදාම මිනිස්සුන්ගේ බලාපොරොත්තු කඩ කරනවා.""","""එහෙම හිතෙනකොට හරිම වේදනාකාරීයි. ඒත් ඔයා ඇත්තටම තව කෙනෙකුට උදව් කරපු නැත්නම් ඔයාගේ වගකීමක් හරියටම ඉටු කරපු එකම එක අවස්ථාවක් හරි මතක් කරගන්න බැරිද?"""
Sad,"""මම හොඳින් ඉන්නවා කියලා මවාපාන්න හරිම අමාරුයි.""","""හැම වෙලේම හිනා වෙලා ඉන්න එක වෙහෙසකරයි. ඔයා විශ්වාස කරන එකම එක්කෙනෙක් එක්ක හරි ඔයාගේ ඇත්තම හැඟීම් ගැන අවංකව කතා කළොත් ඒක ලොකු සහනයක් වෙයි."""
Sad,"""මගේ අනාගතය ගැන කිසිම බලාපොරොත්තුවක් නැහැ.""","""බලාපොරොත්තු නැති වුණාම හෙට දවස අඳුරුයි වගේ පේනවා. ඒත් හැමදාම ලොකු දේවල් හිතන්නේ නැතුව, දවසකට එක පුංචි වැඩක් සාර්ථකව කළොත් ඔයාට ආයෙත් පාලනයක් දැනේවි."""
Sad,"""මට කිසිම දෙයක් කරන්න ශක්තියක් නැහැ.""","""දුක දැනෙනකොට ඇඟේ පතේ ශක්තියත් නැති වෙනවා. ලොකු වැඩක් නොකර, නිකන් නැගිටලා ඇඟ පොඩ්ඩක් හොල්ලනවා වගේ හරිම පුංචි දෙයකින් පටන් ගත්තොත් ඒක ලොකු වෙනසක් කරයි."""
Sad,"""කිසිම දෙයක් මම හිතන විදිහට වෙන්නේ නැහැ.""","""ජීවිතේ සමහර වෙලාවට හැමෝටම ඔය වගේ දැනෙනවා. අද දවසේ ඔයා සාර්ථකව පාලනය කරගත්ත එක පුංචි දෙයක් හරි තියෙනවාද කියලා අපි බලමුද?"""
Sad,"""මම මහා අසාර්ථක කෙනෙක් කියලා දැනෙනවා.""","""හිත දුකෙන් ඉද්දී අපිට පේන්නේම අපේ වැරදි විතරයි. ඒත් ටිකක් සන්සුන්ව හිතලා බැලුවොත් ඔයා කරපු සාර්ථක වැඩත් ඕනෑ තරම් ඇති."""
Sad,"""මම මගේ වැරදි ගැනම ආයෙ ආයෙත් හිතනවා.""","""පරණ වැරදි ගැන හිතන එකෙන් දුක තවත් වැඩි වෙනවා. හිත අතීතයට යන්න හදනකොට ඒක වර්තමානයට ගේන්න උත්සාහ කරන්න. දැන් ඔයා කරන වැඩේට විතරක් අවධානය දෙමු."""
Sad,"""මට කිසිම සපෝට් එකක් නැහැ, මම තනි වෙලා.""","""තනිකම කියන්නේ මාරම වේදනාකාරී දෙයක්. ඔයාට උදව් කරන්න පුළුවන් එකම එක පුද්ගලයෙක් හරි, නැත්නම් ඔයාගේ හිත හදන එක වැඩක් හරි අපිට හොයාගන්න බැරිද?"""
Sad,"""මම කරපු දේවල් ගැන මට මම ගැනම පිළිකුලක් දැනෙන්නේ.""","""තමන්ටම වෛර කරන එකෙන් දුක තවත් වැඩි වෙනවා. වැරදි ගැනම හිතන්නේ නැතුව, ඒවයින් ඉගෙන ගෙන අද දවසේ ඔයාට කරුණාවන්ත වෙන්න පුළුවන් කොහොමද කියලා හිතමු."""
Sad,"""ජීවිතේ කිසිම තේරුමක් නැහැ කියලා දැනෙනවා.""","""හිත ගොඩක් පෑරිලා ඉද්දී හැම දෙයක්ම නිෂ්ඵලයි වගේ දැනෙනවා. ඒත් අරමුණක් ඇතිව පුංචි වැඩක් හරි කළොත් ඔයාගේ වටිනාකම ඔයාටම ආයෙත් දැනෙන්න පටන් ගනීවි."""
Sad,"""මම වැරදුණු දේවල් ගැන හිතන එක නවත්තන්න බැහැ.""","""එකම දේ ගැන හිතන එක හිතට වදයක්. ඒ සිතුවිලි ආවට ගියාට කමක් නැහැ කියලා හිතලා, හෙමින් සැරේ ඔයාගේ අවධානය දැන් මේ මොහොතේ ඔයා ඉන්න තැනට ගේන්න උත්සාහ කරන්න."""
Sad,"""මගේ හිත ඇතුළට මාරම හිස් බවක් දැනෙනවා.""","""හිස් බවක් දැනෙන එක දුකේ තවත් එක පැත්තක්. ඔයාට පොඩි හරි සතුටක් දෙන එක පුංචි වැඩක් හරි කරන්න පටන් ගත්තොත් හිතට ආයෙත් පණක් ඒවි."""
Sad,"""මම නිතරම අඬනවා, මම හරිම දුර්වලයි.""","""ඇඬීම කියන්නේ දුර්වලකමක් නෙවෙයි, හිතේ තියෙන බර පිට කරන ස්වාභාවික ක්‍රමයක්. ඔයාටම කරුණාවන්ත වෙන්න, කාලයත් එක්ක ඔයාට ආයෙත් ශක්තිය ලැබේවි."""
Sad,"""මම අනිත් අයට බරක් කියලා මට දැනෙනවා.""","""දුක දැනෙනකොට එහෙම හිතෙන එක සාමාන්‍යයි. ඒත් ඔයා අනිත් අයගේ ජීවිතවලට එකතු කරන වටිනාකම ගැනත් ටිකක් හිතලා බලන්න."""
Sad,"""මට ඉස්සරහට යන්න කිසිම උනන්දුවක් නැහැ.""","""උනන්දුව කියන දේ මනෝභාවය අනුව වෙනස් වෙනවා. වැඩ ටික පුංචි කොටස්වලට කඩලා එකින් එක කරන්න ගත්තොත් ඔයාට ඒක ලොකු බරක් වගේ දැනෙන එක අඩු වෙයි."""
Sad,"""මට හැම දෙයක්ම අතහරින්න හිතෙනවා.""","""අතහරින්න හිතෙන හැඟීම හරිම බරයි. ඒත් එකවරම හැම දෙයක්ම කරන්න හදන්නේ නැතුව, මේ වෙලාවේ ඔයාට පාලනය කරගන්න පුළුවන් එක පුංචි පියවරක් ගැන විතරක් හිතමු."""
Sad,"""හැම දෙයක්ම තේරුමක් නැති වැඩ වගේ.""","""හිත දුකෙන් ඉද්දී එහෙම හිතෙනවා තමයි. ඒත් පුංචි ඉලක්කයක් තියාගෙන වැඩක් කළොත් ඔයාට ආයෙත් ජීවිතේ අරමුණක් තියෙනවා කියලා දැනෙන්න පටන් ගනීවි."""
Sad,"""මට මම ගැන කිසිම වටිනාකමක් දැනෙන්නේ නැහැ.""","""තමන් වැඩක් නැහැ කියලා හිතෙන එක ඇත්ත නෙවෙයි. ඔයා ළඟකදී කරපු ඉතාමත් පුංචි සාර්ථක වැඩක් ගැන හිතුවොත් ඒ ඍණාත්මක සිතුවිලිවලට අභියෝග කරන්න ඔයාට පුළුවන්."""
Sad,"""මට කිසිම දෙයක් විනෝදයෙන් කරන්න බැහැ.""","""සතුට නැති වෙලා යන එක දුකේ ලක්ෂණයක්. ඒත් කැමති වැඩක් හෙමින් සැරේ කරන්න ගත්තොත් ඔයාගේ හිතට ආයෙත් ධනාත්මක හැඟීම් එන්න පටන් ගනීවි."""
Sad,"""මට දැනෙනවා හැමෝම මාව ප්‍රතික්ෂේප කළා කියලා.""","""එහෙම හිතෙද්දී දුක තවත් වැඩි වෙනවා. ඒත් ඔයාගේ සම්බන්ධකම් ගැන ටිකක් සන්සුන්ව හිතලා බැලුවොත් ඔයාට ආදරය කරන, ඔයාට උදව් කරන අයත් ඕනෑ තරම් ඇති."""
Sad,"""මගේ හිත හිරිවැටිලා වගේ, කිසිම දෙයක් දැනෙන්නේ නැහැ.""","""ඒක හිත අධික පීඩනයකින් ආරක්ෂා වෙන්න හදන විදිහක්. ඔයාට ආරක්ෂිතයි කියලා හිතෙන වැඩක යෙදුණොත් හෙමින් හෙමින් හැඟීම් එක්ක ආයෙත් සම්බන්ධ වෙන්න ඔයාට පුළුවන් වෙයි."""
Sad,"""මම මගේ ප්‍රශ්න අස්සේ අතරමං වෙලා.""","""ප්‍රශ්න ගොඩක් එකවර එද්දී අතරමං වුණා වගේ දැනෙනවා. ඒ හැම එකක්ම එකවර විසඳන්න හදන්නේ නැතුව, එක ප්‍රශ්නයක් විතරක් අරන් ඒක පුංචි කොටස්වලට කඩලා බලමු."""
Sad,"""මම අසරණයි, මම තනියම.""","""අසරණ බවක් දැනෙන එක සාමාන්‍යයි. ඒත් ඔයාට පාලනය කරන්න පුළුවන් ඉතාමත් පුංචි දෙයක් හරි කළොත් ඔයාට ආයෙත් ඔයා ගැන විශ්වාසයක් ඇති වෙන්න පටන් ගනීවි."""
Sad,"""හැම වැරැද්දකටම මම මටම දොස් පවරා ගන්නවා.""","""තමන්ටම දොස් කියා ගැනීමෙන් දුක වැඩි වෙනවා. ඔයාට පාලනය කරන්න බැරි දේවල් අතහැරලා, ඔයාට වෙනස් කරන්න පුළුවන් දේවල් ගැන විතරක් අවධානය දෙමු."""
Sad,"""මම ජීවිතේ අසාර්ථක කෙනෙක් කියලා දැනෙනවා.""","""හැමෝටම ජීවිතේ පසුබෑම් එනවා. ලොකු ජයග්‍රහණ පස්සේ යන්නේ නැතුව, අද දවසේ ඔයාට කරන්න පුළුවන් පුංචි පියවරක් ගැන විතරක් හිතලා ඒක සාර්ථක කරගමු."""
Sad,"""මම සතුටු වෙන්න සුදුසු කෙනෙක් නෙවෙයි.""","""ඒක හරිම වැරදි සිතුවිල්ලක්. ඔයා සතු පුංචි හරි හොඳ ගුණාංගයක් නැත්නම් ඔයා කරපු එක පුංචි සාර්ථක වැඩක් ගැන හිතලා ඒ වැරදි මතයට අභියෝග කරන්න."""
Sad,"""මට ඉස්සරහට යන්න බැරි තරමටම මම හිර වෙලා.""","""හිර වෙලා වගේ දැනෙන එක දුකේ ස්වභාවයක්. ඒත් හිතාමතාම එක පුංචි අලුත් වැඩක් කරන්න ගත්තොත් ඔයාට ආයෙත් විශ්වාසයෙන් ඉස්සරහට යන්න පාර හැදේවි."""
Sad,"""මට හැමවෙලේම අඬන්න වගේ එනවා.""","""අඬන එක හිතේ බර නිදහස් කරන ක්‍රමයක්. ඒ නිසා අඬන්න බය වෙන්න එපා. හිතේ හැඟීම්වලට ඉඩ දීලා ඒවා නිරීක්ෂණය කරන එක සෞඛ්‍ය සම්පන්න දෙයක්."""
Sad,"""මගේ තත්ත්වය ගැන මට කිසිම බලාපොරොත්තුවක් නැහැ.""","""බලාපොරොත්තු නැති වුණාම හැම දෙයක්ම අඳුරුයි වගේ පේනවා. ඒත් ඉතාමත් පුංචි හරි ධනාත්මක දෙයක් දෙස බැලුවොත් ඔයාගේ දෘෂ්ටිකෝණය සමබර කරගන්න ඔයාට පුළුවන් වෙයි."""
Sad,"""මම කරන දේවල් කිසිම දෙයක් ප්‍රමාණවත් නැහැ වගේ.""","""එහෙම හිතෙන එක සාමාන්‍යයි. ඒත් ඔයාගේ දක්ෂතා සහ ඔයා මේ වෙනකම් ලබාගෙන තියෙන පුංචි ජයග්‍රහණ ගැන හිතලා ඒ ඍණාත්මක සිතුවිලිවලට අභියෝග කරන්න."""
Sad,"""මම බිඳිලා ගිය, පරාජිත කෙනෙක්.""","""පරාජය කියන්නේ තාවකාලික දෙයක්. දැන් තියෙන තත්ත්වය ගැන කලබල වෙන්නේ නැතුව, ඉතාමත් පුංචි පියවරක් අරන් බලමු. ඒකෙන් ඔයාට ආයෙත් හැකියාවන් තියෙනවා කියලා දැනේවි."""
Sad,"""මගේ ඇඟේ කිසිම පණක් නැහැ වගේ දැනෙනවා.""","""මානසික මහන්සිය නිසා ඇඟත් ගෙවිලා ගිහින් වගේ දැනෙන්න පුළුවන්. ඔයාටම කරුණාවන්ත වෙලා හෙමින් සැරේ පුංචි වැඩක් කරන්න පටන් ගත්තොත් ආයෙත් ශක්තිය ලැබේවි."""
Sad,"""මම කරන කිසිම දෙයකින් වැඩක් වෙන්නේ නැහැ.""","""දුක දැනෙනකොට එහෙම හිතෙන එක සාමාන්‍යයි. ඒත් ඔයා කරන එක පුංචි ධනාත්මක වැඩක් වුණත් අගය කරන්න, ඒකෙන් ඔයාට ලොකු වෙනසක් දැනේවි."""
Sad,"""මම ඍණාත්මක සිතුවිලිවලින් හෙම්බත් වෙලා.""","""ඍණාත්මක සිතුවිලි දුක තවත් වැඩි කරනවා. ඒ සිතුවිලි පස්සේ යන්නේ නැතුව, නිකන් ඒවා දිහා බලාගෙන ඉඳලා වර්තමානයට අවධානය ගේන්න උත්සාහ කරන්න."""
Sad,"""මගේ ජීවිතේ මට පාලනය කරගන්න බැහැ වගේ.""","""ජීවිතේ අභියෝග එන එක සාමාන්‍යයි. ඒ හැම දෙයක්ම පාලනය කරන්න හදන්නේ නැතුව, ඔයාට අද දවසේ කරන්න පුළුවන් එක පුංචි වැඩක් ගැන විතරක් හිතන්න."""
Sad,"""මිනිස්සු අවට හිටියත් මට දැනෙන්නේ මම තනි වෙලා කියලා.""","""තනිකම කියන්නේ හැමෝටම දැනෙන දෙයක්. විශ්වාසවන්ත කෙනෙක් එක්ක පොඩි කතාවක් කරන්න නැත්නම් ඔයාගේ අවශ්‍යතා කියන්න උත්සාහ කළොත් ඒ හුදකලා බව අඩු වෙයි."""
Sad,"""මට මාවම අතහරින්න හිතෙනවා.""","""තමන්ව අතහරින්න හිතෙන එක හරිම බරපතලයි. ඒත් අද දවසේ ඔයාට තියන්න පුළුවන් එක පුංචිම පියවරක් ගැන හිතලා ඒ බලාපොරොත්තුව ආයෙත් ඇති කරගමු."""
Sad,"""මට කිසිම දෙයකට උනන්දුවක් නැහැ, මම ගොඩක් ඩවුන්.""","""අඩු උනන්දුව දුකේම කොටසක්. ලොකු දේවල් නොකර, සාර්ථකව කරන්න පුළුවන් ඉතාමත් පුංචි පියවරකින් පටන් ගත්තොත් ඔයාට ආයෙත් විශ්වාසය ගොඩනගා ගන්න පුළුවන්."""
Sad,"""මම අතීතයේ ගත්ත තීරණ ගැන ගොඩක් පසුතැවෙනවා.""","""පසුතැවීම කියන්නේ ස්වාභාවික දෙයක්. ඒත් ඒ වැරදි අද දවසේ ඔයාට ලැබුණු වටිනා පාඩම් විදිහට දකින්න උත්සාහ කළොත් හිතේ තියෙන බර ටිකක් අඩු වෙයි."""
Sad,"""මට දැනෙන්නේ මම හරිම දුර්වල, වැඩකට නැති කෙනෙක් කියලා.""","""හිත දුකෙන් ඉද්දී එහෙම දැනෙන එක පුදුමයක් නෙවෙයි. ඒත් ඔයා කරපු ඉතාමත් පුංචි සාර්ථක වැඩක් ගැන හිතලා ඔයාගේ ශක්තිය ආයෙත් මතක් කරගමුද?"""
Sad,"""මට මේ පීඩනය දරාගන්න බැහැ වගේ දැනෙනවා.""","""පීඩනය වැඩි වුණාම හැම දෙයක්ම බරක් වගේ දැනෙන්න පුළුවන්. ඒ හැම දෙයක්ම එකවර විසඳන්න හදන්නේ නැතුව, එක පුංචි පියවරක් විතරක් අරන් බලමු."""
Sad,"""හැම දෙයක්ම බිඳ වැටෙනවා කියලා දැනෙනවා.""","""ජීවිතේ සමහර වෙලාවට හරිම අවුල් සහගතයි කියලා දැනෙනවා. මේ මොහොතේ ඔයාට කරන්න පුළුවන් එකම එක පුංචි වැඩක් ගැන විතරක් හිතලා ඒක ඉවර කරන්න උත්සාහ කරමු."""
Sad,"""මම මානසිකව හෙම්බත් වෙලා, කිසිම බලාපොරොත්තුවක් නැහැ.""","""මානසික තෙහෙට්ටුව සැබෑ දෙයක්. ඔයාටම කරුණාවන්ත වෙලා, පුංචි ජයග්‍රහණයක් ගැන හිතුවොත් හෙමින් සැරේ බලාපොරොත්තුව ආයෙත් ඇති කරගන්න ඔයාට පුළුවන්."""
Sad,"""මට මම අනවශ්‍ය කෙනෙක් කියලා දැනෙනවා.""","""ඒක හරිම වේදනාකාරී හැඟීමක්. ඒත් ඔයාගේ සම්බන්ධකම් ගැන සහ ඔයා අනිත් අයට කරපු උදව් ගැන සන්සුන්ව හිතලා බැලුවොත් ඔයාගේ වටිනාකම ඔයාටම පෙනේවි."""
Sad,"""මට මගේ ජීවිතේ අරමුණ අහිමි වෙලා වගේ.""","""දුක දැනෙනකොට දිශාවක් නැති වුණා වගේ දැනෙන්න පුළුවන්. හෙමින් සැරේ ඔයා ආස කරන පුංචි දෙයකින් පටන් අරන් ඔයාගේ අරමුණ ආයෙත් හොයාගමු."""
Surprised,"""මට ඒ රස්සාව ලැබුණා කියලා මට තාම අදහගන්න බැහැ!""","""ඒක මාරම සතුටු හිතෙන ආරංචියක්! සමහර වෙලාවට අපි අපේ දක්ෂතා ගැන සැක කළත්, ඒ කැපවීමේ ප්‍රතිඵල ලැබෙන එක කොයි තරම් සතුටක්ද?"""
Surprised,"""මගේ යාළුවා මට කරපු ප්‍රශංසාවෙන් මම මාර විදිහට පුදුම වුණා.""","""අපි ඒකට පුරුදු නැති වුණාම පුදුම හිතෙනවා තමයි. ඒ වටිනා වචන ටික සතුටින් බාරගන්න. ඔයා ඇත්තටම ඒ අගය කිරීමට සුදුසුයි."""
Surprised,"""මම හිතුවේ නැහැ ඔවුන් මට සමාව දෙයි කියලා.""","""ඒක හිතට ලොකු සහනයක් වෙන්න ඇති. මිනිස්සු පරිපූර්ණත්වයට වඩා හදවතින් කරන බැඳීම් අගය කරනවා කියන එකට මේක හොඳ උදාහරණයක්."""
Surprised,"""ඒ වාදයේදී මම මෙච්චර සන්සුන්ව හිටපු එක ගැන මටම පුදුමයි.""","""ඒක ඔයා ලබාගත්ත ලොකු ජයග්‍රහණයක්! අමාරු වෙලාවක වුණත් ඔයාගේ හැඟීම් පාලනය කරගන්න ඔයාට දැන් පුළුවන් කියලා ඒකෙන් පේනවා."""
Surprised,"""මම හිතුවේ නැහැ මගේ වැඩේට හැමෝම මෙච්චර කැමති වෙයි කියලා.""","""ඒක අහන්න ලැබීමත් සතුටක්! අපේ සැකයන් හැමදාම ඇත්ත වෙන්නේ නැහැ කියලා ඔප්පු වුණු හොඳ අවස්ථාවක් මේක."""
Surprised,"""මගේ අදහස්වලට හැමෝම සවන් දුන්න එක ගැන මට පුදුම හිතුණා.""","""ඔයාගේ අදහස්වලට වටිනාකමක් තියෙනවා කියලා දැන් ඔයාට දැනෙනවා ඇති. ඒ විශ්වාසය දිගටම තියාගන්න."""
Surprised,"""මගේ පවුලේ අය මට මෙච්චර උදව් කරයි කියලා මම හිතුවේ නැහැ.""","""අමාරු වෙලාවට සහයෝගය ලැබෙන එක හිතට ලොකු හයියක්. ඔයාගේ ඒ කෘතඥතාව ඔවුන්ටත් පවසන්න ඔයාට පුළුවන්ද?"""
Surprised,"""ඒ වෙලාවේ මම කලබල වුණේ නැති එක ගැන මටම පුදුමයි.""","""ඒක ඇත්තටම ලොකු දියුණුවක්! ප්‍රශ්නවලට බය නොවී මුහුණ දෙන්න ඔයාට දැන් පුළුවන් කියලා ඒකෙන් ඔප්පු වෙනවා."""
Surprised,"""මම ඒ වැඩේ සාර්ථකව ඉවර කළා කියලා මට තාම හිතාගන්න බැහැ.""","""ඒක ලොකු ප්‍රගතියක්. ඒ වෙනුවෙන් ඔයා කරපු මහන්සිය අගය කරන්න මොහොතක් වෙන් කරන්න."""
Surprised,"""මගේ ගුරුතුමා මගේ වැඩ අගය කරයි කියලා මම හිතුවේ නැහැ.""","""අපූරුයි! අනුන්ගේ ඇගයීම විතරක් නෙවෙයි, ඒකෙන් පේන්නේ ඔයාගේ කැපවීමේ වටිනාකමයි."""
Surprised,"""අවුරුදු ගාණකට පස්සේ පරණ යාළුවෙක් කතා කළාම මම මාර විදිහට ෂොක් වුණා.""","""ඒක මාරම අහඹු සිදුවීමක් වෙන්න ඇති. ඒ ගැන ඔයාට දැනෙන්නේ සතුටක්ද නැත්නම් පොඩි චකිතයක්ද?"""
Surprised,"""මම ස්ටේජ් එකේදී පොඩ්ඩක්වත් බය වුණේ නැති එක ගැන මටම පුදුමයි.""","""ඒක මාරම හයියක්! ඔයා හිතුවට වඩා ලොකු ආත්ම විශ්වාසයක් ඔයා ඇතුළේ ගොඩනැගිලා තියෙනවා."""
Surprised,"""මම අද මෙච්චර හිනා වෙයි කියලා කවදාවත් හිතුවේ නැහැ.""","""ඒක හරිම ලස්සනයි. අපි බලාපොරොත්තු නොවෙන වෙලාවට තමයි සතුට හොයාගෙන එන්නේ. ඒ සතුට උපරිමයෙන් විඳින්න."""
Surprised,"""මගේ අදහස හැමෝටම මෙච්චර හොඳට තේරුණ එක ගැන මට පුදුමයි.""","""ඒක ඔයාට ලොකු ශක්තියක් වෙයි. ඔයාගේ කටහඬට වටිනාකමක් තියෙනවා කියලා හැමදාම මතක තියාගන්න."""
Surprised,"""ඔවුන් මගේ උත්සාහය අගය කරයි කියලා මම හිතුවේ නැහැ.""","""ඒක අහන්නත් සතුටුයි. ඒ ඇගයීම නිසා ඔයාගේ උනන්දුව තවත් වැඩි වුණාද?"""
Surprised,"""ඒ චිත්‍රපටිය මාව මෙච්චර හැඟීම්බර කරයි කියලා මම හිතුවේ නැහැ.""","""සමහර වෙලාවට කලාව අපේ හිතේ තියෙන හැඟීම් අවදි කරනවා. එහෙම සංවේදී වෙන එක ඔයාගේ මනුස්සකම පෙන්වන හොඳ ලක්ෂණයක්."""
Surprised,"""ඊයේ රෑ මට මෙච්චර සුව නින්දක් ලැබුණා කියලා මට තාම පුදුමයි.""","""හොඳ විවේකයක් ලැබෙන එක මාරම සහනයක්. ඒ නින්දට උදව් වුණු විශේෂ හේතුවක් ඔයාට මතකද?"""
Surprised,"""මම ව්‍යායාම කරන එක මෙච්චර ආසාවෙන් කරයි කියලා හිතුවේ නැහැ.""","""නියමයි! ඔයාගේ ඇඟට වගේම හිතටත් අලුත් ජවයක් ලැබෙන දෙයක් ඔයා හොයාගෙන තියෙනවා."""
Surprised,"""අඳුරන්නේ නැති කෙනෙක් මට මෙච්චර කරුණාවන්ත වුණ එක ගැන මට පුදුමයි.""","""අනපේක්ෂිත කරුණාව අපේ දවසම ලස්සන කරනවා. ඒ වගේ පුංචි දේවල් නිසා ලෝකය තවමත් ලස්සනයි කියලා හිතෙනවා නේද?"""
Surprised,"""මට 'බැහැ' කියලා කෙලින්ම කියන්න පුළුවන් වුණ එක ගැන මටම පුදුමයි.""","""ඒක හරිම වැදගත් පියවරක්! තමන්ගේ සීමාවන් ලකුණු කරගන්න එක ඔයාට ලොකු සහනයක් වෙන්න ඇති."""
Surprised,"""ඔවුන් ඉස්සෙල්ලාම සමාව ඉල්ලුවාම මම මාර විදිහට පුදුම වුණා.""","""ඒක හරිම ලස්සන සිදුවීමක්. සමහර වෙලාවට මිනිස්සු අපි හිතනවට වඩා පරිණත විදිහට හිතනවා."""
Surprised,"""මම මම ගැන මෙච්චර ආඩම්බර වෙයි කියලා කවදාවත් හිතුවේ නැහැ.""","""ඒ සතුට විඳින්න! ඔයාගේ ජයග්‍රහණ ගැන ඔයාටම ආඩම්බරයක් දැනෙන එක ඔයාගේ ආත්ම විශ්වාසය තවත් වැඩි කරයි."""
Surprised,"""මම මෙච්චර වෙලාවක් එක දිගට වැඩක් කළා කියලා මටම පුදුමයි.""","""ඒකෙන් පේන්නේ ඔයාගේ අවධානය යොමු කිරීමේ හැකියාව දියුණු වෙලා තියෙන බවයි. දිගටම ඒ විදිහට කරගෙන යමු."""
Surprised,"""මම තනියම ඉන්න එක මෙච්චර සතුටින් කරයි කියලා මම හිතුවේ නැහැ.""","""තනිකම කියන්නේ පාලුවක් නෙවෙයි, තමන්වම හඳුනාගන්න ලැබෙන අවස්ථාවක්. ඒ සාමය ඔයාට ලොකු පැහැදිලිකමක් ගෙන එයි."""
Surprised,"""ඒ රැස්වීම මෙච්චර සාර්ථකව වෙයි කියලා මම හිතුවේ නැහැ.""","""සූදානම සහ විශ්වාසය තියෙනවා නම් ඕනෑම දෙයක් සාර්ථක කරන්න පුළුවන් කියලා ඔයා දැන් දන්නවා."""
Surprised,"""මට ඒ වෙලාවේ කේන්ති ගියේ නැති එක ගැන මට මාරම පුදුමයි.""","""ඒක ඔයාගේ මානසික පරිණතභාවය පෙන්වන දෙයක්. ප්‍රතික්‍රියා කරනවා වෙනුවට සන්සුන්ව හිතන්න ඔයා දැන් පුරුදු වෙලා."""
Surprised,"""මම මෙච්චර දියුණු වෙලා කියලා මටම අදයි තේරුණේ.""","""වර්ධනය කියන්නේ හෙමින් සිද්ධ වෙන දෙයක්. ඔයා ආපු ගමන ගැන ආපහු හැරිලා බලද්දී ඒ වෙනස පැහැදිලිව පේනවා."""
